DATA_ID,PRED_ID,DATA_AGGR_CODE,PRED_SOURCE_NAME,PRED_DATABASE_NAME,SAMP_TYPE,TOT_PRED_SAMP_EXAM,TOT_W_FD,PCT_W_FD,TOT_WO_FD,PCT_WO_FD,PRED_DEN,PRED_SEX,PRED_SEX_RATIO,PRED_LIFE_HIST_STAGE,PRED_LEN_TYPE_1,PRED_MIN_LEN_1,PRED_MAX_LEN_1,PRED_MN_LEN_1,PRED_LEN_TYPE_2,PRED_MIN_LEN_2,PRED_MAX_LEN_2,PRED_MN_LEN_2,PRED_LEN_TYPE_3,PRED_MIN_LEN_3,PRED_MAX_LEN_3,PRED_MN_LEN_3,PRED_MIN_AGE,PRED_MAX_AGE,PRED_MN_AGE,PRED_MIN_WT,PRED_MAX_WT,PRED_MN_WT,PRED_TOT_WT,BIOMASS_DEN,STOM_PCT_FULL,STOM_COND_INDEX,TOT_FD_BIOMASS,TOT_FD_VOL,PREDATOR_NOTES,POP_TOT_PRED,POP_PRED_DEN,POP_SEX_RATIO,POP_LIFE_HIST_STAGE,POP_LEN_TYPE,POP_MIN_LEN,POP_MAX_LEN,POP_MN_LEN,POP_MIN_AGE,POP_MAX_AGE,POP_MN_AGE,POP_MIN_WT,POP_MAX_WT,POP_MN_WT,POP_TOT_WT,POP_BIOMASS_DEN,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_21S,Soce.2,season,Sciaenops ocellatus,Sciaenops ocellatus,gut content,369,215,58.3,154,41.7,NA,NA,NA,NA,TL,345,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/9/2016,Rebecca Lund,10/6/2016,Rebecca Lund,12/12/2016,Theresa Mitchell
AVE_1C,Aame.1,None,Aythya americana,Aythya americana,gut content,52,19,0.365,33,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/2016,Rebecca Lund,6/12/2017,Theresa Mitchell,6/14/2017,Theresa Mitchell
AVE_4A,Game.1,Not disaggregated,Grus americana,Grus americana,gut collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/5/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_4H,Eruf.1,Location/Month,Egretta rufenscens,Egretta rufescens,Regurgiation,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All nestlings dark morphs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_4H,Eruf.2,Location/Month,Egretta rufenscens,Egretta rufescens,Regurgiation,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All nestlings dark morphs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_4H,Eruf.3,Location/Month,Egretta rufenscens,Egretta rufescens,Regurgiation,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dark morphs in Laguna Madre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_4H,Eruf.4,Location/Month,Egretta rufenscens,Egretta rufescens,Regurgiation,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White morphs in Laguna Madre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_4H,Eruf.5,Location/Month,Egretta rufenscens,Egretta rufescens,Regurgiation,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_4H,Eruf.6,Location/Month,Egretta rufenscens,Egretta rufescens,Regurgiation,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_4H,Eruf.7,Location/Month,Egretta rufenscens,Egretta rufescens,Regurgiation,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All nestlings white morphs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_3W,Aame.1,Not disaggregated,Athya americana ,Aythya americana,shooting,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/28/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.1,Location/Month,Grus americana,Grus americana,feces,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.2,Location/Month,Grus americana,Grus americana,feces,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.3,Location/Month,Grus americana,Grus americana,feces,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.4,Location/Month,Grus americana,Grus americana,feces,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.5,Location/Month,Grus americana,Grus americana,feces,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.6,Location/Month,Grus americana,Grus americana,feces,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.7,Location/Month,Grus americana,Grus americana,feces,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.8,Location/Month,Grus americana,Grus americana,feces,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.9,Location/Month,Grus americana,Grus americana,feces,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.10,Location/Month,Grus americana,Grus americana,feces,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.11,Location/Month,Grus americana,Grus americana,feces,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.12,Location/Month,Grus americana,Grus americana,feces,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.13,Location/Month,Grus americana,Grus americana,feces,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.14,Location/Month,Grus americana,Grus americana,feces,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
AVE_5W,Game.15,Location/Month,Grus americana,Grus americana,feces,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/2017,Michael Brode,yes,Michael Brode,5/10/2017,Theresa Mitchell
MAM_2B,Ttru.1,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Field No. C-73-01 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.2,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,Field No. SWF 674 Area IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.3,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,Field No. SWF 702 Area IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.4,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,# SE0095 Field No. C-78-08 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.5,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094,NA,# SE0412 Field No. C-80-18 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.6,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,# SE0413 FN C-80-19 Area II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.7,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,# SE0424 FN SWF8028 Area IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.8,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,NA,# SE0442 FN C-80-23 Area II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.9,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,# SE0443 Area I ,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.10,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,# SE0464 FN C-81-03 Area II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.11,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,# SE0475 FN C-81-07 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.12,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,# SE0518 FN C-81-09 Area II Length estimated,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.13,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10736,NA,# SE0586 FN C-81-14 Area II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.14,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,U,NA,NA,TL,NA,NA,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,# SE0590 FN C-81-16 Area IV Partial gut content/stomach ripped open by sharks.,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.15,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,NA,# SE0599 FN C-81-18 Area IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
