DATA_ID,PRED_ID,LOC_ID,LME_NUM,COUNTRY,STATE,GULF_OCTANT,LOCALE_NAME,LOCALE_TYPE,BAY_HIERARC_LEVEL,SAMP_DEP_REALM,LOC_CENTR_LAT,LOC_CENTR_LONG,LOC_POLY_COORDS,PRED_POLY_SHAPEFILE_ID,PRED_CENT_SHAPEFILE_ID,PRED_STAT_SHAPEFILE_ID,LOC_POLY_SOURCE,LOC_POLY_CONF,MAJOR_LOC_NAME,MAJOR_LOC_TYPE,MIN_DEP_LOC,MAX_DEP_LOC,MN_DEP_LOC,MIN_DEP_SAMP,MAX_DEP_SAMP,MN_DEP_SAMP,TIME_ZONE,START_YEAR,START_MON,START_DAY,START_TIME,START_SEAS,END_YEAR,END_MON,END_DAY,END_TIME,END_SEAS,REALM,PROVINCE,ECOREGION,HAB_SYSTEM,HAB_SUBSYSTEM,TIDAL_ZONE,SYS_CONF,LOC_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
MAM_2B,Ttru.55,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.56,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.56,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.56,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.56,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.57,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.57,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.57,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.57,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.58,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.58,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.58,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.58,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.59,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.59,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.59,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.59,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.60,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.60,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.60,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.60,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.61,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.61,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.61,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.61,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.62,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.62,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.62,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.62,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.63,NA,5,US,FL,ENE,"Area II, southwestern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.64,NA,6,US,FL,NA,"Area IV, southeastern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,NA,NA,NA,NA,summer,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.65,NA,6,US,FL,NA,"Area IV, southeastern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,NA,NA,NA,NA,summer,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.66,NA,6,US,FL,NA,"Area IV, southeastern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,NA,NA,NA,NA,summer,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.67,NA,6,US,FL,NA,"Area IV, southeastern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.68,NA,5,US,FL,ESE,"Area III, Florida Keys",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.68,NA,6,US,FL,NA,"Area III, Florida Keys",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.69,NA,5,US,FL,ENE,"Area II, southwestern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.70,NA,5,US,FL,ENE,"Area II, southwestern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.71,NA,6,US,FL,NA,"Area IV, southeastern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.72,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,NA,NA,NA,NA,summer,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.72,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,NA,NA,NA,NA,summer,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.72,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,NA,NA,NA,NA,summer,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.72,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,NA,NA,NA,NA,summer,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.73,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.73,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.73,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.73,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.74,NA,5,US,FL,ENE,"Area II, southwestern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winter,NA,NA,NA,NA,winter,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.75,NA,5,US,FL,ENE,"Area II, southwestern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winter,NA,NA,NA,NA,winter,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.76,NA,5,US,FL,ENE,"Area II, southwestern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fall,NA,NA,NA,NA,fall,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.77,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.77,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.77,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.77,NA,5,US,AL,NNE,"Area I, Alabama",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.78,NA,5,US,FL,ENE,"Area II, southwestern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.79,NA,5,US,FL,ESE,"Area III, Florida Keys",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.79,NA,6,US,FL,NA,"Area III, Florida Keys",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.80,NA,6,US,FL,NA,"Area IV, southeastern FL",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Atlantic Ocean,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TA,TNA,70,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.81,NA,5,US,TX,NNW,"Area I, Mid - upper TX",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.81,NA,5,US,LA,NNW,"Area I, Mid -  western LA",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
MAM_2B,Ttru.81,NA,5,US,MS,NNE,"Area I, Mississippi ",Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Gulf of Mexico,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNA,WTNA,43,Estuarine,Coastal ,Intertidal,NA,NA,NA,NA,7/10/2017,Gavyn Shealy,NA,NA
